,name,address,plz,ort,rooms,sqm,price,currency,description,gemeinde,latlong,kreis,lat,long,pricesqm
116,Erstvermietung nach Totalrenovation,Binzmühlestrasse 53,8050.0,Zürich,2.5,67.0,2000.0,CHF,"- 2 1/2 Zimmerwohnung (67m2) mit allem Komfort - 5 Gehminuten zum Bahnhof Oerlikon + div. Tram- u. Busanschlüsse -ab Bhf Oerlikon 5 Min. zum Flughafen - Moderne offene Küche, Wohnraum, Schlafzimmer, Nasszelle und grosszügige Einbauschränke - Bezugsbereit 1. Juli 2017 - Nettomiete je nach Stockwerk CHF 1'890 - 2290. Dachwohnung mit Galerie CHF 2'500 - Bodenheizung und Warmwasser werden individuell gemessen und verrechnet - Besichtigung nach Vereinbarung","Zürich, Kreis 11","(47.4137866, 8.5443977)",1,47.4137866, 8.5443977,29.850746268656717
117,Modernes Arbeiten in Jugendstil-Villa - Ihr Privatbüro im trendigen Seefeldquartier,Seefeldstrasse 69,8008.0,Zürich,0.0,,122.0,CHF,"Arbeiten in wunderschöner Liegenschaft, nutzen Sie die einmalige Gelegenheit sofort! Einzelbüro sofort bezugsbereit für monatlich *CHF 510 pro Arbeitsplatz, mit Reinigungs- und Wartungsservice, ohne lange Laufzeiten. Vereinbaren Sie einen Termin und rufen uns jetzt an +41 (0)43 508 04 27.Ihre Vorteile:- sofort bezugsbereite top moderne Arbeitsplätze, gereinigt und gewartet- keine Investitionen- nach Bedarf rasch stufenweise auf- und ausbaubar- keine langfristige Vertragsdauer - einfach nur für das zahlen was man braucht- strategische Geschäftskunden und -Partner in unmittelbarer NäheDas Geschäftszentrum in Zürich Seefeld ist ein idealer Standort im Banken- und Verwaltungsviertel. Es liegt innerhalb eines historischen Quartiers, wo viele Anwaltskanzleien niedergelassen sind. Das Regus Center ist in einem renovierten, im Hinblick auf gegenwärtige Komfortstandards modernisierten Gebäude aus dem Jahr 1839 untergebracht. In ganz kurzer Gehdistanz erreichen Sie den Zürichsee mit seiner prächtigen Uferpromenade, welche zum Spazieren einlädt.http://www.de.regus.ch/locations/business-centre/zurich-seefeldRegus Büroflächen von 5m2 bis über 100m2.Keine Investitionen - einfach einziehen und sofort starten! Rufen Sie jetzt an +41 (0)43 508 0427 !*Preis ""ab"" pro Person und Monat für einen Arbeitsplatz in einem komplett eingerichteten und ausgestatteten privaten Büro für 1 bis 2 Personen. Angebot gültig je nach Verfügbarkeit und im Rahmen eines 24-Monats-Vertrages. Der Preis pro Quadratmeter berücksichtigt den Zugang zu öffentlichen Bereichen wie die Küche, die Business-Lounge und den Empfang. Die monatlichen Kosten beinhalten: Miete, Immobilienverwaltung, tägliche Reinigung, Möbel, Dekoration. Nur 2 Monate Kaution. Fotos nicht verbindlich.","Zürich, Kreis 8","(47.3612016, 8.5516054)",8,47.3612016, 8.5516054,
119,"145m2 Lagerraum nähe Max-Billplatz, Oerlikon",Lamprechtweg 2 & 4,8050.0,Zürich,0.0,145.0,80.0,CHF,"Lagerraum per sofort oder nach Vereinbarung zu vermieten.- Grosszügiges Lager im Untergeschoss- Direkter Zugang durch Tiefgarage- Ohne FensterFür die Vereinbarung eines Besichtigungstermins dürfen Sie gerne den zuständigen Sachbearbeiter, Herr Alrik Bytyqi, telefonisch (044 277 67 11) oder per E-Mail (alrik.bytyqi@wincasa.ch) kontaktieren.                        
                                    Zusatzinformationen im Web","Zürich, Kreis 11","(47.4137056, 8.5375189)",1,47.4137056, 8.5375189,0.5517241379310345
122,Motorrad-Einstellhallenplätze zu vermieten,Hardturmstr. 5,8005.0,Zürich,0.0,,50.0,CHF,Per sofort oder nach Vereinbarung vermieten wir Motorrad-Einstellhallenplätze in unserer Tiefgarage an der Hardturmstrasse 5 in 8005 Zürich.,"Zürich, Kreis 5","(47.3912394, 8.5200296)",5,47.3912394, 8.5200296,
123,Erstvermietung:Wohnen im Trendquartier mit Zugang zu 100qm Dachterrass,Zentralstrasse 37,8003.0,Zürich,2.5,71.0,2950.0,CHF,"Erstvermietung:Exklusieve Traumwohnug ,Wohnen im Trendquartier! Südlage, im Herzen von Zürich und doch ruhig gelegen, vermieten wir eine traumhafte 2.5 Zimmer-Wohnung mit einem interessanten Grundriss.Die Wohnung verfügt über Minergie-Standart und kontrollierter Raumlüftung und ist mit sehr hochwertigen Materialien ausgestattet.Die Bulthaupt-Küche mit grosszügiger Ausstattung,Backofen und Steamer perfekt aus gerüstet.die Küche ist im Wohnraum integriert.Alle Räume werden über Boden-Heizung beheizt.Diverse Einbauschränke sind vorhanden.Das Schlafzimmer hat einen direkten Zugang zum Bad.Bad mit WC,Dusche,und Waschturm bieten höchsten Komfort.die grauen Platten im Badezimmer wirken sehr elegant und extravagant.Die Wohnung kann über einen Lift erreicht werden und verfügt über ein UG-Parkplatz für CHF 300.- mit einem zusätzlichen Eckplatz.Das Quartier ist jung und im trend.In 5-10 Fahrrad-Minuten sind Sie am See oder an der Bahnhofstrasse mit unzäligen kuturellen und kulinarischen Angebote.","Zürich, Kreis 3","(47.3714959, 8.51954508646949)",3,47.3714959, 8.51954508646949,41.54929577464789
125,Gemütliche 3.5-Zimmer-Dachwohnung mit Schwedenofen,Köchlistrasse 20,8004.0,Zürich,3.5,81.0,2960.0,CHF,"Wir vermieten wir per sofort oder nach Vereinbarung diese offene 3.5-Zimmer-Dachwohnung (81m2) mit modernem Innenausbau an der Köchlistrasse 20 in 8004 Zürich. Die Liegenschaft wurde komplett saniert. Die Wohnung verfügt in der Küche und in der Nasszelle über einen Steinboden. Der Schlaf- und Wohnbereich ist mit einem Parkettboden versehen. Im oberen Geschoss befindet sich eine Galerie mit ca. 17m2. Die Küche präsentiert sich durch eine natürliche und dezente Farbwahl. Die Fronten der Einbauküche sind kunstharzbeschichtet und die Arbeitsfläche mit Naturstein ausgestattet. Zudem verfügt die Küche über moderne Geräte der Marke V-ZUG. Die Nasszelle verfügt über eine Duschwanne und die Innenausstattung überzeugt durch eine klassische und feine Linienführung, die sich individuell an die Inneneinrichtung der zukünftigen Mieter anpassen lässt. Gerne zeigen wir Ihnen die Wohnung bei einem persönlichen Besichtigungstermin. Wir freuen uns auf Ihre Kontaktaufnahme und stehen Ihnen bei allfälligen Rückfragen gerne zur Verfügung.","Zürich, Kreis 4","(47.3736692, 8.5230248)",4,47.3736692, 8.5230248,36.54320987654321
128,Atelier/Bastelraum/Lagerraum/Hobbyraum,Fellenbergstrasse 295,8047.0,Zürich,0.0,,330.0,CHF,"330 CHF für 32 m2Atelier/Bastelraum/Lagerraum/Hobbyraum (bestehend aus zwei verbundenen Räumen von je 16 m2 -> Total 32 m2 / Kein Musikraum) verfügbar ab 01.06.2017 oder nach Vereinbarung. Das Mietobjekt befindet sich im ersten Halb-Untergeschoss an der Fellenbergstrasse 295, 8047 Zürich und hat einen Eingang vom Haus und einen Eingang vom Garten aus. Öffentliche Verkehrsmittel (Bus und Tram) in 1 bis 2 min Gehdistanz.****Die monatliche Miete ist 330 CHF (Nebenkosten inkl.).","Zürich, Kreis 9","(47.37535865, 8.48911464553878)",9,47.37535865, 8.48911464553878,
129,Lagerraum,Mühlebachstrasse 43,8008.0,Zürich,0.0,166.0,73.0,CHF,"Wir vermieten einen Lagerraum im Estrich an der Mühlebachstrasse 43, 8008 Zürich.Wir freuen uns auf Ihre Kontaktaufnahme.","Zürich, Kreis 8","(47.3639923, 8.5517729)",8,47.3639923, 8.5517729,0.4397590361445783
130,Escherpark: Freie Motorradplätze und Autoeinstellplätze,Scheideggstrasse/Kurfirstenstrasse,8002.0,Zürich,0.0,100.0,60.0,CHF,"Im Zürcher Stadtquartier Enge in der Überbauung Escherpark vermieten wir Motorradplätze sowie Autoeinstellplätze in der Tiefgarage. PreiseMotorradabstellplatz CHF 60.- zzg. 8% MwSt.Autoeinstellplatz CHF 180.- zzg. 8% MwSt. Bei Interessen senden Sie uns doch bitte ein ausgefülltes Anmeldeformular zu.Für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung.                        
                                    Zusatzinformationen im Web","Zürich, Kreis 2","(47.4033626, 8.55776366533372)",2,47.4033626, 8.55776366533372,0.6
131,Lagerraum,Mühlebachstrasse 43,8008.0,Zürich,0.0,109.0,78.0,CHF,"Wir vermieten einen Lagerraum im Estrich an der Mühlebachstrasse 43, 8008 Zürich.Wir freuen uns auf Ihre Kontaktaufnahme.","Zürich, Kreis 8","(47.3639923, 8.5517729)",8,47.3639923, 8.5517729,0.7155963302752294
132,Motorradabstellplatz zu vermieten,Kinkelstrasse 40,8006.0,Zürich,0.0,,50.0,CHF,Per sofort oder nach Vereinbarung vermieten wir im Innenhof der Liegenschaft Kinkelstrasse 38+40 in 8006 Zürich einen Motorradabstellplatz.,"Zürich, Kreis 6","(47.387586, 8.5440862)",6,47.387586, 8.5440862,
133,"Diverse Lagerräume zu vermieten, Mietbeginn nach Vereinbarung",Limmattalstrasse 170,8049.0,Zürich,0.0,,,,Im Zentrum von Zürich-Höngg direkt am Meierhofplatz.,"Zürich, Kreis 10","(47.40208445, 8.5003906099924)",1,47.40208445, 8.5003906099924,
134,Atelier-/ Werk-/ und Hobbyraum,Bändlistrasse 33,8064.0,Zürich,0.0,42.0,1080.0,CHF,"Atelier im UG, direkt am Stadtrand von Zürich. Helle Räume mit Tageslicht, WC, Dusche sowie diversen elektrischen Anschlüssen. ÖV vor Ort. (Nicht für Wohnzwecke)","Zürich, Kreis 9","(47.3959078, 8.4860391)",9,47.3959078, 8.4860391,25.714285714285715
135,Lagerraum in der Binzallee,Binzallee 15,8055.0,Zürich,0.0,87.0,906.0,CHF,"Im Binzquartier, direkt beim Bahnhof Binz und knapp 5 Minuten vom Hauptbahnhof Zürich entfernt, vermieten wir einen geräumigen Lagerraum (Zivilschutzraum) in der Grösse von 87 m².Die Miete versteht sich pro m2 pro Jahr. Der Lagerraum befindet sich im 2. UG des Hauses. Personenlift vorhanden. Nasszellen stehen Ihnen keine zur Verfügung. Der Lagerraum eignet sich nicht als Wohnobjekt sowie Musik-/Sportraum.Gerne geben wir weitere Auskünfte und freuen uns über Ihre Kontaktaufnahme.","Zürich, Kreis 3","(47.3640439, 8.516241)",3,47.3640439, 8.516241,10.413793103448276
137,"""The Poolhouse"" on top of Zürich",Trichtenhausenstrasse 130,8053.0,Zürich,2.5,115.0,2750.0,CHF,"Wir vermieten an bevorzugter Lage in Zürich Witikon eine wunderschöne und frisch renovierte Loft Wohnung. Das ehemalige Quartier-Hallenbad wurde 2001 zur Loft Wohnung umgebaut. Nun hat sich der Eigentümer entschieden aus dem Loft das Poolhouse mit 2,5 Zimmern umzubauen. Das Objekt eignet sich hervorragend für junge Paare oder Singels mit Anspruch.  Im Erdgeschoss wurde ein separates Zimmer erschlossen welches als Schlafzimmer oder aber auch als Büro genutz werden kann. Die Küche wird komplett neu gebaut und der edle Bambusholzboden neu geschliffen und geölt. Die neue Terrasse aus Bambus Holz läd im Sommer zum Sonnenbaden und gemütlichem Beisammensein ein. Im EG gibt es noch ein seperates Gäste WC mit Lavabo.  Das komplette UG wurde originalgetreu gehalten. Die blauen Mosaik-Fliesen geben dem Poolhouse das gewisse Etwas welches sich unsere neuen Mieter wünschen. Das Bad wurde Teilrenoviert und ist mit einer grosszügigen Duschkabine, einem WC, Doppelwaschtisch und einem Jacuzzi ausgestattet. Im UG befindet sich ein halb-offens Zimmer welches problemlos als Schlafzimmer oder Office genutzt werden kann.  Um Das UG mit Sonnenlicht zu versorgen wurden Panzerglasplatten an der richtigen Stellen in den Boden eingelassen. Das Poolhouse ist ein Liebhaber Objekt welches Sie Sich persönlich anschauen sollten! Wir freuen uns auf Ihren Besuch.","Zürich, Kreis 7","(47.35416535, 8.60084701036168)",7,47.35416535, 8.60084701036168,23.91304347826087
138,Neu renovierte 2.5 Zimmer-Wohnung in Albisrieden,Bachwiesenstrasse 117,8047.0,Zürich,2.5,69.0,1947.0,CHF,"Neu renovierte (Küche und Bad neu Saniert), ruhig gelegene 2.5 Zimmer-Wohnung mit Balkon in Albisrieden.","Zürich, Kreis 9","(47.3770973, 8.4853072)",9,47.3770973, 8.4853072,28.217391304347824
139,Top renovierte 2.5 Zimmer Wohnung in historischem Haus,Letzigraben 101,8003.0,Zürich,2.5,72.0,2338.0,CHF,"Adresse: Hubertus Historical, Letzigraben 101, 8003 ZürichHistorisches Gebäude im Jahr 2013 komplett renoviert (Top-Standard)2.5 Zimmerwohnung mit 72 m2 im 4. OG (Dachgeschoss)Grundriss: siehe Bild (4. OG)Mietzins: ca. CHF 2'300 inkl. NebenkostenBadezimmer mit drei Fenstern (Dusche und Badewanne, Doppel-Lavabo)Waschturm im Badezimmeralle Böden sind mit hochwertigem Fischgratparkett bestückt (ausser Bad)kein Balkongrosszügiges Estrichabteilaktuell begehbare Dachzinne (Dachterrassenausbau ist geplant)    Aller Voraussicht könnte die Wohnungsübergabe bereits ab 20.06.2017 oder nach Absprache erfolgen.  Wohnungsbesichtigungen (bitte anmelden):  - 01.06.2017, 18:30 bis 19:30  - 06.06.2017, 18:30 bis 19:30    Vermietung:  Die Wohnung wird von Privera vermietet. Bewerbungen müssen also direkt an Privera zugestellt werden mittels Anmeldeformular (siehe PDF).","Zürich, Kreis 3","(47.3776566, 8.4989379)",3,47.3776566, 8.4989379,32.47222222222222
143,Lagerraum / Bastelraum zu vermieten,Nordstrasse 6,8006.0,Zürich,0.0,10.0,330.0,CHF,Lagerraum/Bastelraum mit direktem Zugang  zu vermieten!    Grösse ca. 10 m2  Mietzins    Fr. 320.00 exkl. NKFr. 330.00 inkl. NK    Es stehen keine Parkplätze zur Verfügung.,"Zürich, Kreis 6","(47.3840346, 8.53971986011622)",6,47.3840346, 8.53971986011622,33.0
145,90 m2 Büros mit Seesicht im Seefeld!,Bellerivestrasse 3,8008.0,Zürich,0.0,90.0,465.0,CHF,"Helle Büroräume an Toplage im Seefeld! (Bezug vor 01. Oktober möglich)  Im 3. Stock (mit Lift) vermieten wir kürzlich durch den jetzigen Mieter wunderschön renovierte und helle Büroräumlichkeiten (3 Einzelbüro à 13 - 20 m2, 1 kombinierter Empfangs-/Arbeitsbereich mit abgetrennter Küche von ca. 35 m2, separatem WC) und mit toller See- und Züribergsicht.  Die 3 Balkone sowie leistungsfähige Kupfer- und Glasfaser-Anschlüsse runden das Angebot ab und ein Archiv kann dazu gemietet werden.  Besonderes in Absprache mit dem Vormieter: - bezug vor 1. Oktober - abgebildetes Mobiliar kann teilweise übernommen werden  Nur 50m bis zur Promenade am Zürichsee, sehr gute Anbindung an die öffentlichen Verkehrsmittel und beste Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer Umgebung sind ein zusätzlicher kostenloser Benefit.   Wir freuen uns auf Ihre Kontaktaufnahme","Zürich, Kreis 8","(47.36103825, 8.54838553332047)",8,47.36103825, 8.54838553332047,5.166666666666667
146,Befristetes Wohnen!!!,Bederstrasse 77,8002.0,Zürich,6.0,12.0,3210.0,CHF,"Diese praktisch aufgeteilte 6-Zimmer-Wohnung im 2. Obergeschoss, welche ab sofort verfügbar ist, liegt sehr zentral und in unmittelbarer Nähe des Bahnhof Enge. Die Wohnung wird als Zwischennutzung im Hinblick auf ein Bauvorhaben bis im Frühjahr 2018 vermietet.Weitere Details zur Wohnung:• Klötzliparkettboden im Wohnzimmer und Korridor• Zwei Zimmer mit Laminat• Zwei Zimmer mit Teppich• Grosszügige helle Küche mit Waschturm• Badezimmer, WC und Dusche• Badezimmer, WC und Badewanne• Gäste-WC• Grosser Sitzplatz mit Garten• Kellerabteil im UntergeschossEin Einstellplatz in der Tiefgarage kann zu CHF 220.-/mtl. dazu gemietet werden. Interessiert?Für eine unverbindliche Besichtigung stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme.","Zürich, Kreis 2","(47.3627208, 8.5277755)",2,47.3627208, 8.5277755,267.5
147,Überdurchschnittlich grosse Lagerfläche in Tiefgarage,Letzigraben 89,8003.0,Zürich,0.0,945.0,90.0,CHF,"An zentraler und doch ruhiger Lage im Zürcher Stadtkreis 3 vermieten wir einen grossen Lagerraum, der sich auch zum Einstellen von Fahrzeugen eignet. Detailierte Informationen zu der Fläche, sowie den Grundriss finden Sie im angehängten Dokument.Am Letzigraben profitieren Sie von einer sehr guten Anbindung an den öffentlichen Verkehr. In 10 Minuten erreichen Sie den Bahnhof Hardbrücke und in weniger als 20 Minuten den Zürcher Hauptbahnhof. Ebenso ist der Autobahnanschluss in wenigen Minuten zu erreichen. Diverse Einkaufsmöglichkeiten und Restaurants befinden sich in nächster Nähe.Haben wir Ihr Interesse geweckt? Gerne überzeugen wir Sie von den Vorzügen dieser Liegenschaft bei einem persönlichen Besichtigungstermin vor Ort.......................................................................................................................................................... SCHAEPPI GRUNDSTÜCKE Ihr Partner für erfolgreiche Immobiliendienstleistungen seit über 80 Jahren- Immobilienhandel (Verkauf/Erstvermietung) - Immobilienbewirtschaftung - Umbau und Sanierung - Schätzung und Expertisen","Zürich, Kreis 3","(47.37801045, 8.49957836352273)",3,47.37801045, 8.49957836352273,0.09523809523809523
148,Beheizter Bastel/Lagerraum zu vermieten in Zürich-Altstetten,Altstetterstrasse 299,8047.0,Zürich,0.0,32.0,363.0,CHF,"Wir vermieten per 1. Juni 2017 oder nach Vereinbarung einen beheizten Bastel- oder Lagerraum an der Altstetterstrasse 299, 8047 Zürich.  ca. 32 m2, beheizt Raum befindet sich im 1. UG mit Fenster und separatem Eingang Wasseranschluss mit Lavabo vorhandenDer Mietzins beträgt monatlich CHF 363.00.Sind Sie interessiert?Gerne können Sie sich betreffend Besichtigungstermin an unseren Hauswart wenden, Herr Stevanovic, Tel. 044 430 01 01.","Zürich, Kreis 9","(47.3778584, 8.4835486)",9,47.3778584, 8.4835486,11.34375
149,Bastelraum im Zürich-Altstetten,Fuchsiastr. 7,8048.0,Zürich,0.0,13.0,150.0,CHF,- Gesamtfläche 14 m2- Lavabo- Stromanschluss,"Zürich, Kreis 9","(47.382622, 8.4981792)",9,47.382622, 8.4981792,11.538461538461538
150,Gemütliche 1 Zimmerwohnung mit separater Küche und Badzimmer,Ackersteinstrasse 28,8049.0,Zürich,1.0,32.0,970.0,CHF,"Gemütliche 1 Zimmer-Wohnung im Erdgeschoss mit Parkett an ruhiger Wohnlage, separate Küche und Badzimmer. Einbauschränke. 3 Minuten zum Tram Nr. 13.","Zürich, Kreis 10","(47.39587265, 8.5127493383981)",1,47.39587265, 8.5127493383981,30.3125
151,Top-Adresse in Zürich-Seefeld,Mittelstrasse 18,8008.0,Zürich,0.0,25.0,1650.0,CHF,"Renommiertes HR Consulting-Unternehmen vermietet im Zürcher Seefeld in gepflegter Ambiente ca. 150m vom See entfernt an wunderschöner, ruhiger, wirtschaftlich attraktiver und zentraler Lage (sehr gute Erreichbarkeit mit Auto und ÖV), 1 modernes, helles, mit 2 grossen Fenstern, Parkett und eigenem Glasfaseranschluss ausgestattetes Büro (ca. 25m2). Ihr Büro kann Ihnen auf Wunsch möbliert vermietet werden (Möbel im Mietpreis inbegriffen).  Die grosszügige Gesamtnutzungsfläche der Liegenschaft ist verteilt auf zwei Stockwerke, wobei sich im 1. Stock ein geräumiger, stilvoller Empfangsraum mit Wartemöglichkeit für Kunden befindet. Ebenfalls im 1. Stock steht Ihnen eine eingerichtete Küche zur Verfügung. Der Empfang ist zu Bürozeiten meistens bedient.  Im 2. Stock stehen zwei komplett ausgestatte Sitzungszimmer (Beamer, Flipp-Chart, Pinboard, Whiteboard etc.) à 20m2 bzw. 24m2 zur Mitbenutzung bereit. Im 2. Stock befindet sich eine zusätzliche Wartemöglichkeit mit Sitzplätzen. Getrennte Toiletten sind auf beiden Stockwerken vorhanden.  Die wöchentliche Reinigung Ihres Büros ist zudem mit den Nebenkosten bereits abgedeckt.","Zürich, Kreis 8","(47.3571231, 8.5519423)",8,47.3571231, 8.5519423,66.0
152,Batelraum mit WC in Zürich Schwamendingen,Schürgistr. 71,8051.0,Zürich,0.0,50.0,795.0,CHF,"Per 1. April 17 oder nach Vereinbarung vermieten wir diesen Bastel-/Hobbyraum in Zürich Schwamendingen.WC vorhanden.Mit Strom, Telefon- und Cablecomanschluss.An verkehrsgünstiger LageMelden Sie sich bei uns um einen Besichtigungstermin zu vereinbaren.","Zürich, Kreis 12","(47.408647, 8.5777873)",1,47.408647, 8.5777873,15.9
153,Bastelraum zwischen Klinik Hirslanden und Sihlcity,Kurfirstenstrasse 32,8002.0,Zürich,0.0,9.0,300.0,CHF,"Per sofort oder nach Vereinbarung vermieten wir einen Bastelraum in einem gepflegten Mehrfamilienhaus an zentraler Lage.\\Der Raum ca. 9 m² gross, befindet sich im Untergeschoss. Lift vorhanden.\Zudem gibt es noch einen Luftentfeuchter darin und ein Lichtschachtfenster.\Betonboden gestrichen.\\Der Raum kann nicht als Gewerbe- oder Wohnzweck genutzt werden.\\Wir freuen uns auf Ihre Kontaktaufnahme.","Zürich, Kreis 2","(47.3550499, 8.52821121617647)",2,47.3550499, 8.52821121617647,33.333333333333336
154,8m2 grosse Bastelräume zu vermieten,Binzmühlestr. 78,8050.0,Zürich,0.0,9.0,120.0,CHF,In der Überbauung Binzmühlepark in Zürich vermieten wir diverse Bastelräume mit einer Grösse von je 8m2.,"Zürich, Kreis 11","(47.4150116, 8.5425548)",1,47.4150116, 8.5425548,13.333333333333334
155,*auf 01. Juli 2017* 3 Zi.-Wohnung in Wipkingen,Röschibachweg 5,8037.0,Zürich,3.0,76.0,2132.0,CHF,"zu vermieten auf 01. Juli 2017. Komplett neu renovierte 3-Zimmer-Wohnung mit schönem Balkon, sonnige Lage, zentrumsnah aber doch keine grosse Lärmbelastung. Nähe Bahnhof Wipkingen und öffentliche Verkehrsmittel ins Spital oder an die Uni. In Mehrfamilienhaus mit netten Mietern. Moderne Küche mit Platz für Esstisch, schönes Bad mit Fenster. Wohnzimmer mit neuem Eichenriemen-Parkettboden, 2 Zimmer ebenfalls mit gleichen Böden, schöner Korridor mit neuen Einbauschränken. Neue Gartenanlage im Innenhof mit Gartenhaus für ein privates Fest mit Freunden, Cheminee & Tische, Gartensitzplatz alles für gemeinsame Benutzung. Die Wohnung wird im Juni 2017 noch komplett renoviert. Miete neto Fr. 1'938.00 +Akonto Nebenkosten Fr. 194.00 = Bruttomiete Fr. 2'132.00. Wir können Ihnen die unrenovierte Wohnung zeigen. Senden Sie uns ein Mail mit Telefon Nummer. Wir rufen Sie an für eine Besichtigung.","Zürich, Kreis 10","(47.39393005, 8.52563541576176)",1,47.39393005, 8.52563541576176,28.05263157894737
156,Lager/Hobbyraum im Herzen von Zürich,Hardturmstrasse 169,8005.0,Zürich,0.0,,375.0,CHF,Beheizter 26m2 Raum an der Hardturmstrasse 169 in Zürich ab sofort. 1 Ug. Sehr Hell.Es gilt Rauchverbot. Die Toilette befindet sich im 4.Og zur Mitbenutzung.Lärmpegel entsprechend einer Nutzung als Büro.,"Zürich, Kreis 5","(47.391396, 8.519921)",5,47.391396, 8.519921,
157,MODERNE LADENFLÄCHE IM KREIS 5 - NÄHE HB-ZÜRICH,Josefstrasse 46,8005.0,Zürich,0.0,82.0,3378.0,CHF,"Wir vermieten per 1. August 2017 oder nach Vereinbarung in repräsentativer Liegenschaft, an guter Passantenlage, hervorragende Anbindung an den öffentlichen Verkehr, 6 Gehminuten zum HB-Zürich, ein attraktives Ladenlokal, ca. 82 m2  Das neuwertig ausgebaute Ladenlokal verfügt über eine grosszügige Ladenfläche, welche in zwei Räume unterteilbar ist,  die 3 Meter hohen Räume sowie die grossen Schaufensterflächen verleihen dem Raum Helligkeit und das gewisse ""Etwas"". Im Treppenhaus, neben der Ladenfläche steht ein separates WC zur alleinigen Benutzung zur Verfügung. Ebenfalls gehört im UG eine Lagerfläche von ca. 30 m2 (erreichbar mit dem Lift) dazu. Das Ladenlokal ist ideal als Verkaufslokal, Büro, Atelier etc.Nicht geeignet für: Gastronomie, Take Away, CoiffeurHaben wir Sie neugierig gemacht? Dann rufen Sie uns für weitere Informationen oder einen Besichtigungstermin an. Sehr gerne zeigen wir Ihnen das schöne Ladenlokal.Stauffer & Gentile Immobilien GmbHMax Högger-Strasse 6, 8048 ZürichTel: 044 430 31 32","Zürich, Kreis 5","(47.3817463, 8.5327974)",5,47.3817463, 8.5327974,41.19512195121951
158,"Helle, schöne Büroräume an zentraler Lage",Dolderstrasse 24,8032.0,Zürich,0.0,82.0,2170.0,CHF,"Alle Räume sind via Korridor unabhängig zugänglich; Pakett, hell gestrichene Wände, sonnig & lichtdurchflutet; geeignet für 3 Mitarbeitende oder 2 Mitarbeitende mit Besprechungsraum; 4. Raum geeignet für Infrastruktur (Drucker, Fax, Server, ...). Mit eigenem WC & Spültisch (im Gang); Garagenplatz (Einzelbox) kann dazu gemietet werden CHF 170).  Büro mit ÖV hervorragend erreichbar (Hottingerplatz); repräsentative Adresse, ruhige Umgebung, Einkaufs- und Verpflegungsmöglichkeiten in (kurzer) Fussdistanz.","Zürich, Kreis 7","(47.3705043, 8.55850217391304)",7,47.3705043, 8.55850217391304,26.463414634146343
159,Für Echte Weinliebhaber,Krähbühlstr. 53,8044.0,Zürich,0.0,9.0,150.0,CHF,"Per 01.10.2017 bieten wir Ihnen an unserer Liegenschaft die Möglichkeit an, Ihren Wein perfekt zu lagern. Geeignet für Weinkenner, Hobbysammler oder für den einfachen Geniesser.Bei Interesse melden Sie sich bitte direkt bei Herr Samuel Ruch unter der Nummer 044 878 78 32.","Zürich, Kreis 7","(47.3790282, 8.56561085480534)",7,47.3790282, 8.56561085480534,16.666666666666668
160,Motorradabstellplatz in Wollishofen,Mutschellenstr. 69a+b,8038.0,Zürich,0.0,,30.0,CHF,"Wir vermieten per sofort oder nach Vereinbarung einen Motorradplatz an der Mutschellenstrasse 69b in Zürich. Mietzins: CHF 30.00 exkl. MwSt. Bei Interesse dürfen Sie sich gerne an uns wenden. Wir freuen uns schon jetzt, Sie schon bald zu unseren geschätzten Mieter zählen zu dürfen.","Zürich, Kreis 2","(47.3528728, 8.5271436)",2,47.3528728, 8.5271436,
162,Restaurant für gastfreundliches Wirtepaar zu vermieten,Limmattalstrasse 88,8049.0,Zürich,0.0,120.0,4400.0,CHF,"Was wir bieten:    Neu renoviertes Quartierrestaurant in Zürich.50 Sitzplätze innen und 40 Sitzplätze aussen (Gartenwirtschaft)Sehr gute Anbindung an den öffentlichen Verkehr.Ausreichend Parkplätze     Was Sie mitbringen:  Sie sind zu zweit und teilen sich die Aufgabenbereich Küche und Service.  Ihre Liebe zum Beruf und ihre Leidenschaft ihre Gäste mit gut - bürgerlicher Küche zu verwöhnen  zeichnen Sie aus.  Sie verstehen es ein freundlicher Gastgeber zu sein, der das was er macht mit Herzblut tätigt.  Sie betreiben das Restaurant nicht als Zweitunternehmung, Filiale oder Teil einer Restaurantkette.     Kosten   Monatliche Miete (Netto): CHF 4400.-  Kaufinventar: CHF 35`000.-     Vermietung: nach Vereinbarung.     Fühlen Sie sich angesprochen?  Dann erwarten wir gerne Ihre schriftliche Bewerbung","Zürich, Kreis 10","(47.3980828, 8.5070393)",1,47.3980828, 8.5070393,36.666666666666664
